"file" "vnum" "enum" "density" "alpha" "xmin" "KS.stat" "KS.p" "proportion" "l" "cc" "assortativity" "egn_value" "db_p" "dc_p" "de_p" "db_k" "dc_k" "de_k" "db_s" "dc_s" "de_s" "rho"
"15" "2/com-dblp.ungraph.txt" 317080 1049866 2.08846661642591e-05 3.26261578551703 29 0.0342899868832068 1.09939519629719e-10 0.0316828560615618 6.79185213337197 0.306376613002343 0.266520830865954 115.846975780419 0.720040506362283 0.470483338525293 -0.24800007692915 0.585892617073756 0.341497656214135 -0.300060809961359 0.700361982227719 0.469374276236998 -0.417565811397108 0.188090680226319
"16" "1/CA-AstroPh.txt" 18772 396160 0.00224855059130421 4.51910441338185 246 0.0273803226538543 0.971807436459679 0.0168335819305348 4.19398759838298 0.318001581253363 0.205187143463989 188.883087519799 0.703206011628026 0.136189942735377 -0.791759362829101 0.564002102338121 0.660037133902544 -0.634515902731167 0.714113256354182 0.834296815271609 -0.817324292507126 0.34870309010735
"17" "1/CA-CondMat.txt" 23133 186936 0.000698679176573087 3.56515762171074 64 0.0337760526959499 0.378125325781451 0.0314269658064237 5.35210189687554 0.264316824638528 0.135138033193123 75.9082257730919 0.704778768593147 0.153595641870801 0.656097231485827 0.58770394368467 0.530293331540393 0.511082217989883 0.720561422051615 0.698034095157648 0.683781493306052 0.256724753106248
"18" "1/CA-GrQc.txt" 5242 28980 0.00210968298628029 2.22160026654119 6 0.0570471954315656 1.03731710244327e-08 0.559137733689432 6.04851496075781 0.629842474126343 0.659286800266492 91.2333243525057 0.503981511866023 0.230448810836122 0.594209040004749 0.572060068360891 0.448726957791874 0.390099310041108 0.67588908161597 0.588244874220797 0.527212961412879 0.591313963497008
"19" "1/CA-HepPh.txt" 12008 237010 0.00328769465868428 2.09298405365778 46 0.0555074347908038 1.50630116731122e-06 0.19053964023984 4.67262128477763 0.659477009147329 0.632286309197945 489.878730160982 0.483022604731122 0.102731388244225 -0.900225503684688 0.51345371600552 0.557950542696662 -0.482754778575728 0.624147073265481 0.720032545425323 -0.640205402275661 0.717197171760759
"20" "1/CA-HepTh.txt" 9877 51971 0.00106557723588638 6.93793420526795 72 0.0686160476587108 0.940169841776959 0.0060747190442442 5.94521646479384 0.283999652587555 0.267944054893919 62.0696911968366 0.768007408094338 0.207638407164256 0.248021184805634 0.688980639557911 0.497825058174465 0.445876455738948 0.804493264429288 0.649876314113014 0.597814550344172 0.285800417589046
"21" "919/Cit-HepPh.txt" 34546 421578 0.000706520827862057 3.67085803701425 88 0.0156141153259315 0.921648677791157 0.0360678515602385 4.32635800465598 0.145656622608747 -0.00594326104288402 76.6411080502226 0.657589971500203 0.0765667020447613 -0.65200897198645 0.56797004590373 0.624446661246704 -0.547435791275709 0.743235255033855 0.810965122833816 -0.733533457163921 0.132233753366668
"22" "9.18/social/Cit-HepTh.txt" 27770 352807 0.000915021015564217 3.17629778833015 62 0.013772628001302 0.755080315792375 0.0860640979474253 4.27867710384547 0.119569073136424 -0.030185118383426 111.321510387068 0.724529733631051 0.0685913175776905 0.853263862637327 0.437942367587963 0.640187221032681 0.63822869433618 0.596233486303401 0.828281466183491 0.824912357780691 0.267646352831707
"23" "2/com-amazon.ungraph.txt" 334863 925872 1.65138340365344e-05 3.58504531017436 22 0.0108441762355349 0.487177960289475 0.017738597575725 11.9538651461512 0.205224449164526 -0.0588196197065879 NA 0.495788457565885 0.202929747671088 NA 0.423907118024667 0.138457226275141 NA 0.559817741371261 0.195369642276098 NA -0.191442077066692
"24" "2/NDactors.net" 520223 1470418 1.08665715140206e-05 3.63559964790993 45 0.0140084434614419 0.105548487334555 0.0144072830305465 7.17450954532955 0 -0.094635739850571 42.2518522526675 0.635098887677652 0.0876918294198125 0.517280198445623 0.873234158761573 0.45952471776296 0.422287757183419 0.965855266584423 0.594739444320503 0.556358629175836 -0.165550332960785
"25" "919/geom.net" 7343 11898 0.000441383457053386 2.38018059233561 3 0.0219796942046205 0.161787463458693 0.354351082663761 5.31340050550682 0.240429584982219 0.242592643480663 29.0263227588964 0.812533748775412 0.314078753067528 0.83476232731552 0.612429201482831 0.626036714491081 0.424280907219894 0.714235255924723 0.755080926787046 0.558084455106133 0.391564804876458
"26" "1/power.gml" 4941 6594 0.000540302697334621 7.62891581682083 10 0.0285853656811041 0.999999999997013 0.0105241853875734 18.9891854244457 0.103153224528601 0.00345698774420461 7.48305132884726 0.276591060928959 0.230598058092916 -0.260608367975232 0.673864943605306 0.175112995175372 -0.0948076508616394 0.804197815791375 0.233007920666022 -0.126904510544571 -0.0496737027786433
"27" "1/as-22july06.gml" 22963 48436 0.000183721476814952 2.08715666887787 5 0.0102570630609345 0.969070170897117 0.1000304838218 3.84242627385835 0.0111463838478222 -0.198384875120565 71.6130003126471 0.957658387751705 0.176570912256551 0.779024837188997 0.694785216839464 0.369923241243502 0.379612596277135 0.780667969075928 0.475672282146685 0.485766897186874 -0.511924602800024
"28" "919/as19980101.txt" 3213 11710 0.00226934554090074 2.38942384359591 10 0.0190877744376832 0.999050132655251 0.118892001244942 3.77015715653911 0.0138934225559001 -0.208023186891359 66.5419453770331 0.981577970935239 0.226194575981112 0.827536402544813 0.739785867044991 0.347734037468936 0.348526146704159 0.822691220501347 0.452291926274392 0.455433747535062 -0.475774043693268
"29" "919/as19990101.txt" 531 2527 0.0179582844757133 2.47882814668853 6 0.0337086111703637 0.943488036690442 0.461393596986817 3.39162136232811 0.123567403279934 -0.222609243475793 43.6694047720683 0.954625206283211 0.574860298165262 -0.891838689740606 0.719991772279051 0.455225695403154 -0.475862265313672 0.839327782469703 0.581884122870491 -0.603726070872078 -0.161074524920681
"30" "919/as20000101.txt" 3570 14783 0.00232047988710755 2.31829036707436 16 0.023797397730526 0.997158338021758 0.0792717086834734 3.80142496897891 0.0220675386246907 -0.164240173912892 72.1379645563305 0.972825306577258 0.271951146417914 -0.830442807529918 0.712524188759854 0.355108716718966 -0.35102810148935 0.808666938260345 0.463027690900616 -0.458509300064071 -0.379116899834693
"31" "919/as20010331.txt" 10670 22003 0.000386566094711768 2.06978538110811 6 0.0203468457183948 0.885525211065174 0.0770384254920337 3.64174557176442 0.00930560083835807 -0.186336074567088 58.7210937556348 0.979581583657869 0.166216511867 0.818970744394356 0.67513635672286 0.333469882417744 0.328720195198558 0.750501433370422 0.433379401363934 0.428594035532994 -0.554031507738284
"32" "1/as-caida20071015.txt" 26258 107202 0.000310975471736421 2.14072632449235 14 0.0126571160652152 0.947845632096213 0.0648564247086602 3.86383584690862 0.00805310622557473 -0.199084869350447 142.809584946193 0.961451472800092 0.167824057733111 0.807870060469432 0.719736954311269 0.398963321030608 0.40677613743355 0.804418578431582 0.509319771989111 0.518556472866589 -0.518361155378153
"33" "1/as-caida20071105.txt" 26475 106762 0.000304642971816987 2.12894510741082 18 0.0138651541131145 0.969641153353027 0.047289896128423 3.87564740804722 0.007318732318682 -0.19464605369844 -112.71557501662 0.962573016048485 0.165582844983083 -0.573944865109489 0.719491075084135 0.399408699685445 0.125702233600732 0.802739987694866 0.510223686307545 0.168543275236629 -0.526549498348914
"34" "1/p2p-Gnutella04.txt.gz" 10876 39994 0.000676279734351287 4.58278414423144 12 0.0254305631954882 0.0414501944120604 0.275560867966164 4.63573844339323 0.00540202894191951 -0.0131685748798268 17.0794063670228 0.904587236949208 0.853203004149244 0.676239018241922 0.917369713874776 0.819986308543291 0.726164970825432 0.98320449628624 0.945925840525284 0.884604803577496 -0.00406715379477126
"35" "1/p2p-Gnutella06.txt.gz" 8717 31525 0.00082985234077325 4.61707684412567 11 0.0320883282965283 0.00366701609651712 0.351038201216015 4.57196421587206 0.00810759003897607 0.0515693927207281 22.3778937448529 0.901171745132161 0.8313871581859 0.600586924780406 0.917728156186473 0.81578167151749 0.638032197246967 0.983301821998009 0.942818530727036 0.804692957038726 0.0131548729196221
"36" "1/p2p-Gnutella08.txt.gz" 6301 20777 0.00104679781239058 4.74023326638261 11 0.0666330321129616 1.02859147908867e-07 0.29995238850976 4.6429917856584 0.0206598792600706 0.0355503731694188 28.3754629415379 0.899803159288214 0.707186089020663 0.757801317589811 0.907553075481267 0.795139942377897 0.651001190516519 0.979562130024631 0.930040383753027 0.820422295941734 0.0321754582185837
"37" "1/web-NotreDame.txt.gz" 325729 1497134 2.82214387291794e-05 2.11714398423929 7 0.0444089920416918 0 0.267231348759245 7.17317332186135 0.0876735504829826 -0.0427543930424655 NA 0.386923298932277 0.0734995580821457 NA 0.70326819069413 0.217880129133172 NA 0.848975955322752 0.294985035356872 NA 0.150774566540019
"38" "1/web-Stanford.txt.gz" 281903 2312497 5.81987047122282e-05 2.12155777754618 113 0.0322717443607609 0.0267107768501228 0.00735004593778711 6.82434975651343 0.00861760232860099 -0.0962227585737451 -427.634318388212 NA 0.0203965890248177 -0.544800484649164 NA 0.259211728266736 0.106390467184696 NA 0.362020131837706 0.148052974862315 -0.0770248092345205
"39" "2/web-BerkStan.txt.gz" 685230 7600595 3.23746799719159e-05 2.44731219929484 59 0.0501213746918004 0 0.0460692030413146 7.10772107711639 0.00693539035193386 -0.0980032523071154 NA NA 0.0117257210080269 NA NA 0.261601322129181 NA NA 0.372741509670934 NA -0.0879197864006465
"40" "919/California.net" 9664 15969 0.000342010008820427 3.78460008867874 46 0.0401408390320154 0.99973433271033 0.00776076158940397 5.02641986098007 0.0202469435587745 -0.223034592290125 22.4537617655264 0.863774373308392 0.302104960547731 0.760676698359298 0.770279200819823 0.80058470966389 0.718566998280886 0.872523118205225 0.9193519954245 0.871683832603668 -0.350245466641304
"41" "919/Epa.net" 4772 8909 0.000782616685784803 2.49740015136447 10 0.0189312909613981 0.999402198868577 0.077116512992456 4.50030695985434 0.0123087939357276 -0.30341291556344 -15.8124300053931 0.783846969591557 0.135714964882051 0.293118604820952 0.80440807265617 0.596414968881668 -0.0844075394624286 0.90329669475411 0.729785574392135 -0.087834185527585 -0.594062280175946
"42" "919/USAir97.net" 332 2126 0.0386925344884068 1.82144147407394 5 0.0869279825895554 0.157816816483621 0.506024096385542 2.73812470425509 0.3963921942965 -0.207876230812005 41.2334159746554 0.722651582221206 0.251672511269345 0.955921955416384 0.591756171347682 0.207880067275024 0.724071607340143 0.744419015231589 0.304393091339148 0.863526380799973 -0.143550156778865
"43" "919/Days.txt" 13314 243447 0.00274694483670743 3.10818272831368 748 0.0325373840162663 0.999952588230206 0.00728556406789845 3.12465194306596 0.106933351039464 0.0010237258180158 776.519378055878 0.882031098188391 0.364403057993871 -0.973991627625935 0.640653166514349 0.682303561487852 -0.682633280383807 0.791593074091801 0.837707137500942 -0.839448417554423 0.0931550352024968
"44" "919/foldoc.net" 13356 120238 0.00134819104041288 4.13669422648478 16 0.0269684832479463 0.000140629577053569 0.492213237496256 3.87305296458394 0.11319453494939 0.00460233623680419 40.9870579060634 0.867802517384336 0.451280697657233 0.799507670692855 0.558178950118957 0.449127862053768 0.460512925428429 0.731069063958938 0.617026430895747 0.62833876151138 0.282913935030489
"45" "1/celegansneural.gml" 297 2151 0.0489352989352989 3.35894811516615 15 0.0410695873753463 0.992035352920499 0.373737373737374 2.45531895531896 0.180711471266077 -0.162497306221393 24.3906799201714 0.782315492433937 0.699056161721821 0.871452431242738 0.735680604889048 0.552766559330253 0.628682525018472 0.888474864073095 0.737286637369384 0.810654283924123 -0.10598199569672
"46" "1/bo.dat.txt" 1870 4480 0.00256364036932444 3.25341440488328 10 0.0472540427914165 0.71506462844202 0.116577540106952 6.81030014079099 0.0550094986371521 -0.15608392585317 15.0824781037881 0.843320125085408 0.186326390548313 -0.372974285050561 0.833397797553759 0.384602181089122 -0.31838252860364 0.916068033295358 0.490965170609109 -0.411029447432179 -0.159827371228207
"47" "919/AA.txt" 1485 3400 0.00308566346302195 2.02165479716546 10 0.0818862499771058 0.935301109632571 0.028956228956229 4.76118925270928 0 -0.174664686663244 -19.2157201563403 0.914850163617492 0.134938486599006 0.617409091395318 0.638940516508764 0.443180078714306 -0.276253698734165 0.76754978278819 0.584040554110666 -0.322294733238077 -0.0346600606633356
"48" "919/AB.txt" 1416 3230 0.0032241320796151 2.08588518060195 11 0.0645900424967653 0.997373826734989 0.0268361581920904 4.76667298856552 0 -0.17014930931817 -18.7684088734083 0.922121193036012 0.115093349211654 -0.614140451638026 0.622612211031582 0.432627212759358 0.26068722926527 0.753175402151277 0.570008183673418 0.30547280749041 -0.0626740921568566
"49" "919/AG.txt" 1567 3631 0.00295934426603617 3.10535034783323 53 0.090783020671396 0.999923565239819 0.00829610721123165 4.76988261127988 0 -0.173223352006196 -18.0457892580803 0.886757258973837 0.146361460892868 0.612882466471948 0.62234334832796 0.380287925099442 -0.250660609427001 0.755184886953791 0.507943954636099 -0.289933694097505 -0.0518388517592734
"50" "919/mAA.txt" 1057 2527 0.00452789484246438 2.02853468487731 9 0.0870400644110604 0.929132175738747 0.0368968779564806 4.49441606552395 0 -0.192640331758283 -16.2861019849141 0.914637897500669 0.216067863396406 -0.62045964730132 0.583497964317735 0.405084256840711 0.18625205848748 0.712655319374145 0.530026532631702 0.207598181283218 -0.0769791197503048
"51" "919/mAB.txt" 993 2368 0.00480784848780171 2.25917209988102 7 0.082196584933222 0.780190920049332 0.0644511581067472 4.44008716817587 0 -0.184940376885278 -16.0865503973378 0.926215109688681 0.272872122202538 -0.622876282350712 0.561116927903137 0.401392055156976 0.168908889081076 0.68882319571 0.526839145139896 0.185010417027418 -0.0980540650718977
"52" "919/mAG.txt" 1268 3011 0.00374839096800859 2.10669122780702 9 0.10282254855132 0.67814245406159 0.0386435331230284 4.73090262648797 0 -0.172783871940862 16.2218143541938 0.889622086710682 0.27382333507835 0.692249653702195 0.556567642207046 0.339247698946723 0.381639327237795 0.685901401714326 0.449110010736767 0.501161179133931 -0.0757293900076274
